0,0,0,0,12:34:16.6218655
0.002218001,0.6411235,0.3167081,0,12:34:17.0906215
0.007431139,0.7208958,0.3017493,0,12:34:17.5906279
0.007431139,0.7208958,0.3017493,0,12:34:17.5906279
0.01718577,0.7479914,0.2966363,0,12:34:18.0906343
0.0310519,0.7686194,0.3004134,0,12:34:18.5906407
0.04941986,0.771587,0.3038322,0,12:34:19.0906471
0.04941986,0.771587,0.3038322,0,12:34:19.3406503
0.04941986,0.771587,0.3038322,0,12:34:19.4656519
0.06283437,0.7727499,0.3069158,0,12:34:19.6062787
0.06283437,0.7727499,0.3069158,0,12:34:19.7156551
0.06283437,0.7727499,0.3069158,0,12:34:19.8406567
0.06283437,0.7727499,0.3069158,0,12:34:19.9656583
0.0817137,0.7985198,0.3104608,0,12:34:20.1062851
0.0817137,0.7985198,0.3104608,0,12:34:20.2156615
0.0817137,0.7985198,0.3104608,0,12:34:20.3406631
0.0817137,0.7985198,0.3104608,0,12:34:20.4656647
0.1014552,0.8227647,0.3151543,0,12:34:20.6062915
0.1014552,0.8227647,0.3151543,0,12:34:20.9656711
0.1210741,0.8481737,0.3193825,0,12:34:21.1062979
0.1690441,0.8705253,0.3207979,0,12:34:21.6063043
0.2247591,0.8897903,0.320978,0,12:34:22.1063107
0.2702022,0.9105016,0.3211429,0,12:34:22.6063171
0.2702022,0.9105016,0.3211429,0,12:34:22.7156935
0.2702022,0.9105016,0.3211429,0,12:34:22.8406951
0.2873124,0.9337949,0.3202662,0,12:34:23.1063235
0.3052539,0.9486324,0.31948,0,12:34:23.6063299
0.3167096,0.9567431,0.3193113,0,12:34:24.1063363
0.3167096,0.9567431,0.3193113,0,12:34:24.3719647
0.3167096,0.9567431,0.3193113,0,12:34:24.5282167
0.3705955,0.9539651,0.3197384,0,12:34:24.5907175
0.4029301,0.9557011,0.3186752,0,12:34:25.0907239
0.4029301,0.9557011,0.3186752,0,12:34:25.2157255
0.4029301,0.9557011,0.3186752,0,12:34:25.3407271
0.4029301,0.9557011,0.3186752,0,12:34:25.4657287
0.4240956,0.9656687,0.3193764,0,12:34:25.5907303
0.4186331,0.9753494,0.321029,0,12:34:26.1063619
0.4088421,0.9876285,0.3214981,0,12:34:26.5907431
0.4088421,0.9876285,0.3214981,0,12:34:26.7157447
0.4088421,0.9876285,0.3214981,0,12:34:26.8407463
0.4088421,0.9876285,0.3214981,0,12:34:26.9657479
0.403392,0.997902,0.3212534,0.6121029,12:34:27.1063747
0.403392,0.997902,0.3212534,0.6121029,12:34:27.2157511
0.403392,0.997902,0.3212534,0.6121029,12:34:27.3407527
0.403392,0.997902,0.3212534,0.6121029,12:34:27.4657543
0.3814973,1,0.3200892,0.7068312,12:34:27.6063811
0.3728252,1,0.3202573,0.7944284,12:34:28.1063875
